OBJECTID,BUSINESS_ID,SCORE,DATE_,DESCRIPTION,TYPE
31041703,399EEDEE-5056-A20F-9E7A2F0BD3CAD6AA,99,2021/03/03 05:00:00+00,,routine
31041704,3B54D916-5056-A20B-FA26D0E547AFBDE4,99,2021/02/25 05:00:00+00,,routine
31041705,3D6E5BDC-F9F6-91CC-3823D17E5403868E,99,2021/02/03 05:00:00+00,,routine
31041706,3F550247-5056-A20B-FA1260E5BE3E235D,99,2021/01/14 05:00:00+00,,routine
31041707,3FA4FF63-067B-4C08-9EFC-4672A2CCAC7E,99,2021/01/19 05:00:00+00,,routine
31041708,4131D2FD-B608-8C52-919BFAB1579ABF6E,99,2021/01/29 05:00:00+00,,routine
31041709,44AC7061-5056-A20B-FAC299C6B698E7D1,99,2021/01/22 05:00:00+00,,routine
31041710,462F99F7-5056-A20B-FAB37F3EE5EFB83D,99,2021/01/21 05:00:00+00,,routine
31041711,500673,99,2021/01/29 05:00:00+00,,routine
31041712,4792D14A-5056-A20B-FAE38C8458910288,99,2021/03/09 05:00:00+00,,routine
31041713,494973,99,2021/01/14 05:00:00+00,,routine
31041714,495127,99,2021/01/11 05:00:00+00,,routine
31041715,495341,99,2021/03/10 05:00:00+00,,routine
31041716,495527,99,2021/02/04 05:00:00+00,,routine
31041717,495532,99,2021/01/14 05:00:00+00,,routine
31041718,496251,99,2021/02/23 05:00:00+00,,routine
31041719,496730,99,2021/01/26 05:00:00+00,,routine
31041720,497257,99,2021/03/10 05:00:00+00,,routine
31041721,498176,99,2021/03/18 04:00:00+00,,routine
31041722,498463,99,2021/02/08 05:00:00+00,,routine
31041723,498670,99,2021/01/22 05:00:00+00,,routine
31041724,498698,99,2021/02/25 05:00:00+00,,routine
31041725,499745,99,2021/03/10 05:00:00+00,,routine
31041726,499855,99,2021/03/03 05:00:00+00,,routine
31041727,49CBCCF3-901C-4222-AB4D-88CE72C0FECB,99,2021/01/12 05:00:00+00,,routine
31041728,4BAB45D1-5056-A20B-FA915CAB8968719B,99,2021/03/08 05:00:00+00,,routine
31041729,4E2E7439-3048-98E5-1A07B03B3463856A,99,2021/01/29 05:00:00+00,,routine
31041730,4E533884-5056-A20B-FAE85D7848DA1A45,99,2021/02/22 05:00:00+00,,routine
31041731,4E8BC2B5-DBA4-E769-A10C72259BBDA23B,99,2021/01/21 05:00:00+00,,routine
31041732,500257,99,2021/03/15 04:00:00+00,,routine
31041733,500467,99,2021/03/08 05:00:00+00,,routine
31041734,500557,99,2021/02/08 05:00:00+00,,routine
31041735,501122,99,2021/02/16 05:00:00+00,,routine
31041736,501196,99,2021/01/29 05:00:00+00,,routine
31041737,501202,99,2021/02/01 05:00:00+00,,routine
31041738,501932,99,2021/03/12 05:00:00+00,,routine
31041739,527791,99,2021/03/19 04:00:00+00,,routine
31041740,527812,99,2021/03/15 04:00:00+00,,routine
31041741,52F8F46D-5056-A20F-9E513E480EB04FAB,99,2021/02/22 05:00:00+00,,routine
31041742,54C12624-9A29-698F-28636E6E0F4F9B45,99,2021/03/18 04:00:00+00,,routine
31041743,5B528A8E-B6A2-1FCC-6B53928D8BBE1B0F,99,2021/01/12 05:00:00+00,,routine
31041744,5DCA9475-15D1-158B-12D1136DE7725139,99,2021/02/22 05:00:00+00,,routine
31041745,6160DE1B-B8E7-73ED-E230032802FDD923,99,2021/03/16 04:00:00+00,,routine
31041746,6618F1A1-5056-A20B-FAD86D8753C5186D,99,2021/01/29 05:00:00+00,,routine
31041747,669576D6-C484-11E8-9B35129AFF9A8FCD,99,2021/01/27 05:00:00+00,,routine
31041748,6A3182DC-F1C5-98A9-7DC0989DBEF6DFFF,99,2021/01/11 05:00:00+00,,routine
31041749,6A7811A4-C87A-424B-86BB-AE38C001360D,99,2021/02/02 05:00:00+00,,routine
31041750,6CD8F597-5056-A20B-FA68DBAB16EC4F16,99,2021/03/15 04:00:00+00,,routine
31041751,6DE2DB23-5056-A20B-FA1D74ECD85CB516,99,2021/02/08 05:00:00+00,,routine
31041752,6FCA8B0D-14A6-E3C8-50B2146E4DCDAA96,99,2021/03/15 04:00:00+00,,routine
31041753,71A797F2-5056-A20F-9E9148814E65B744,99,2021/02/09 05:00:00+00,,routine
31041754,74FA32C1-FE34-401C-A943-B24EEA333E54,99,2021/01/13 05:00:00+00,,routine
31041755,75BFDC7E-E8CC-3490-B868DAE86D0DE58C,99,2021/03/10 05:00:00+00,,routine
31041756,785F77D7-5056-A20F-9E5B4C1361A03896,99,2021/03/10 05:00:00+00,,routine
31041757,7AEBF9FE-B57E-25A9-563C252EB604A760,99,2021/02/23 05:00:00+00,,routine
31041758,7CCF43F1-5056-A20B-FA52EED395AC7F67,99,2021/02/11 05:00:00+00,,routine
31041759,8186162E-D5C0-4664-877D-F4F92914A5B4,99,2021/01/22 05:00:00+00,,routine
31041760,819FD0F2-B2A5-D05D-58F319652F81EA67,99,2021/03/15 04:00:00+00,,routine
31041761,85DB3F7A-DF22-34BF-4EEAF5E51616CD7A,99,2021/01/29 05:00:00+00,,routine
31041762,8B1BC2DB-6A5C-41DB-BC35-79E1CE5F1FDE,99,2021/01/08 05:00:00+00,,routine
31041763,8B9FB952-9E99-4E9C-AC26C69F6A4347D9,99,2021/01/14 05:00:00+00,,routine
31041764,8D7F37B6-5056-A20B-FAFE92EFCC8EBE1A,99,2021/01/22 05:00:00+00,,routine
31041765,8DDB4145-9D7D-1EEF-E5AACBF5E48D6B55,99,2021/02/09 05:00:00+00,,routine
31041766,92A5D80C-5056-A20F-9EBB99B39286316C,99,2021/03/16 04:00:00+00,,routine
31041767,93944C5C-FF92-464D-5B5771FCF870A827,99,2021/01/29 05:00:00+00,,routine
31041768,94087EC1-F074-A22A-5746E187160A9B24,99,2021/02/12 05:00:00+00,,routine
31041769,940EFB76-5056-A20B-FA39499A3ADC67F6,99,2021/03/05 05:00:00+00,,routine
31041770,950C4FE8-D9B4-FD10-3F9C9ECA1EAFEA76,99,2021/02/25 05:00:00+00,,routine
31041771,9735E2FB-5056-A20B-FA3D071AD933DCB4,99,2021/03/12 05:00:00+00,,routine
31041772,992A10FD-C7EA-7ECA-C3F5B1406BA62182,99,2021/02/05 05:00:00+00,,routine
31041773,A04F5E9A-5056-A20B-FA47079ECB9F98BD,99,2021/02/26 05:00:00+00,,routine
31041774,A420E689-90FE-A999-D942B066DF4D6C46,99,2021/01/28 05:00:00+00,,routine
31041775,47742BC5-5056-A20B-FA994BB234CA6FC4,99.5,2021/03/02 05:00:00+00,,routine
31041776,496656,99.5,2021/01/28 05:00:00+00,,routine
31041777,A7409C7F-9493-F6E0-5431DA11EA3B7C95,99,2021/02/08 05:00:00+00,,routine
31041778,A916F1F8-BBA1-D9B7-D9F1B0BC91DBAB11,99,2021/03/11 05:00:00+00,,routine
31041779,AF05CCAA-5056-A20F-9E97A506F6911DC8,99,2021/02/24 05:00:00+00,,routine
31041780,AFC86D0A-5056-A20F-9E5AACD8E8950442,99,2021/01/13 05:00:00+00,,routine
31041781,B6B0BA5D-3048-94EE-98478BD231A27421,99,2021/02/26 05:00:00+00,,routine
31041782,B9746B4F-D8B9-4B59-8638-240650C0AB1C,99,2021/02/23 05:00:00+00,,routine
31041783,C087A449-9471-FC6F-1F0CAA70C6139616,99,2021/01/27 05:00:00+00,,routine
31041784,C155A714-EB50-845E-A330C8704310E525,99,2021/02/25 05:00:00+00,,routine
31041785,C5A63353-5056-A20B-FAE356BF8D9FB71D,99,2021/03/10 05:00:00+00,,routine
31041786,CABAE0E1-7B76-4A65-AB50-E8E466B8860A,99,2021/02/19 05:00:00+00,,routine
31041787,CB0BB66E-1422-201B-19B2663D73D11CD4,99,2021/03/04 05:00:00+00,,routine
31041788,CDA9DF87-5056-A20B-FAC251622D0FFCB6,99,2021/02/16 05:00:00+00,,routine
31041789,CEB0873D-F845-7D5A-B87CDA236784719E,99,2021/03/12 05:00:00+00,,routine
31041790,CED6A962-66F6-4BF8-B551-6A80AC45F0E0,99,2021/02/25 05:00:00+00,,routine
31041791,CF580594-09CD-4A29-9EDA-CC4A48E58A39,99,2021/03/19 04:00:00+00,,routine
31041792,CFFFF145-5056-A20B-FA6FE2B6C7ECDB64,99,2021/03/16 04:00:00+00,,routine
31041793,149A846C-CAB7-3886-718AD0604C4D4C34,90,2021/03/26 04:00:00+00,,routine
31041794,7E944A65-0439-9F8C-47516BDD5ED70E9E,90,2021/03/26 04:00:00+00,,routine
31041795,D1526D40-D3ED-D8DA-A3E578C9DE0CC5AE,99,2021/03/11 05:00:00+00,,routine
31041796,D95A1BD9-5056-A20F-9E3537748B90696E,99,2021/03/05 05:00:00+00,,routine
31041797,DA2E05F1-E825-5DC9-92E1ABD1EABB435B,99,2021/02/19 05:00:00+00,,routine
31041798,DAA705F6-0C53-0CEA-DBC5F33D3CD19FC8,99,2021/02/12 05:00:00+00,,routine
31041799,DAF1F853-5056-A20F-9E352C5DFB141627,99,2021/03/15 04:00:00+00,,routine
31041800,DB04FB2E-5056-A20B-FA2973307C06969C,99,2021/03/19 04:00:00+00,,routine
31041801,DB55B764-5056-A20F-9EB9815BF95E5A44,99,2021/02/01 05:00:00+00,,routine
31041802,E097EC8A-3048-9838-FC130F1627406386,99,2021/02/03 05:00:00+00,,routine
31041803,E78575B5-5056-A20F-9E83303016B6CFBD,99,2021/03/11 05:00:00+00,,routine
31041804,EB8A0169-8448-42F5-BB98-A0042214DDB7,99,2021/03/12 05:00:00+00,,routine
31041805,F2052F4B-EB23-66D8-D1BA1ADE91728757,99,2021/02/23 05:00:00+00,,routine
31041806,F4D55637-6DF0-1295-76C915D717D9874B,99,2021/02/04 05:00:00+00,,routine
31041807,18D7612F-5056-A20F-9ECDF1A65A4B8835,84,2021/03/22 04:00:00+00,,routine
31041808,14C89F67-C5DF-5132-5AEF1F436C0719AB,94,2021/03/23 04:00:00+00,,routine
31041809,500559,94,2021/03/22 04:00:00+00,,routine
31041810,3D80D577-E350-468F-8DCD-AD67E118373A,94.5,2021/03/22 04:00:00+00,,routine
31041811,0B8CAD6F-9F39-6789-01B377329CF62C1A,95,2021/03/22 04:00:00+00,,routine
31041812,000D0B7A-3048-98E7-046FBA1DC52B6D55,99.5,2021/01/28 05:00:00+00,,routine
31041813,010EBE88-D265-AB66-7F9392ED1ABEA2FC,99.5,2021/01/27 05:00:00+00,,routine
31041814,01BAEDF6-AB6D-414C-ADAC-49579A3C69F4,99.5,2021/02/22 05:00:00+00,,routine
31041815,116F3AEE-5718-4C40-BCF7-B12037CF1F69,99.5,2021/01/27 05:00:00+00,,routine
31041816,14EA1C20-5056-A20B-FAD15564C87C93AA,99.5,2021/02/03 05:00:00+00,,routine
31041817,169FEDCC-5056-A20B-FA39A398618BB4F3,99.5,2021/01/22 05:00:00+00,,routine
31041818,229243AD-BDB1-D108-8B281A24E6E770AC,99.5,2021/02/08 05:00:00+00,,routine
31041819,2342BEED-93EE-53F1-39AEFFDAD4817A53,99.5,2021/03/11 05:00:00+00,,routine
31041820,2E049131-2B03-4DA3-8248-1C15ED7896E7,99.5,2021/02/19 05:00:00+00,,routine
31041821,2ECCB41A-E869-478B-9CF2-1264CB9BC745,99.5,2021/01/12 05:00:00+00,,routine
31041822,35ADF6A5-5056-A20B-FA6B04ED849E053D,99.5,2021/02/02 05:00:00+00,,routine
31041823,3819CBEB-81C0-4FAA-A006-49875E966901,99.5,2021/02/10 05:00:00+00,,routine
31041824,39809544-B704-4CD2-9F3F-3790736BF95F,99.5,2021/02/02 05:00:00+00,,routine
31041825,39FFFC4D-0FC3-02FB-8A054728449C419A,99.5,2021/02/23 05:00:00+00,,routine
31041826,3AA64ACF-5056-A20F-9EE16D7CD7F254F1,99.5,2021/03/12 05:00:00+00,,routine
31041827,3AC4D7D2-BC97-79A0-48485507E61498AC,99.5,2021/03/02 05:00:00+00,,routine
31041828,3C5600AE-1422-201B-192D0A39D4380CD0,99.5,2021/03/12 05:00:00+00,,routine
31041829,41D1D577-730E-456B-8388-1C02D14247C6,99.5,2021/01/22 05:00:00+00,,routine
31041830,42088ABF-FC8E-65E2-7D955D7C892346D2,99.5,2021/01/12 05:00:00+00,,routine
31041831,420AC9D5-5056-A20F-9EDC8223EA44DD65,99.5,2021/02/08 05:00:00+00,,routine
31041832,421AF35B-5056-A20F-9E4AFA3EF0F7ABEC,99.5,2021/03/08 05:00:00+00,,routine
31041833,42FD45F8-5056-A20F-9E2162A185614BEC,99.5,2021/01/08 05:00:00+00,,routine
31041834,43A86631-5056-A20B-FA8730EBEFEAA18C,99.5,2021/03/11 05:00:00+00,,routine
31041835,4553D84C-0BFE-CF76-2F4E17E46DC10203,99.5,2021/01/12 05:00:00+00,,routine
31041836,4AE3FEC3-A891-1AE4-16C5C2ABD307A76A,99.5,2021/01/28 05:00:00+00,,routine
31041837,4C416FC2-CCFC-D5E2-CD00D94E1320CF48,99.5,2021/03/10 05:00:00+00,,routine
31041838,4D050F4B-5056-A20F-9EB6CC6D317444C1,99.5,2021/02/10 05:00:00+00,,routine
31041839,4EA98AD2-C7DF-1837-2DECC56A89A2CAA5,99.5,2021/02/25 05:00:00+00,,routine
31041840,4EC409C2-0297-1C1F-EB18BA9EDC0E5037,99.5,2021/01/08 05:00:00+00,,routine
31041841,4FF17E09-AA78-1F82-38B3C40F27E4152E,99.5,2021/02/24 05:00:00+00,,routine
31041842,500003,99.5,2021/03/01 05:00:00+00,,routine
31041843,500696,99.5,2021/03/11 05:00:00+00,,routine
31041844,501483,99.5,2021/02/01 05:00:00+00,,routine
31041845,503825,99.5,2021/03/15 04:00:00+00,,routine
31041846,503937,99.5,2021/02/15 05:00:00+00,,routine
31041847,5081EFD3-D713-42DB-F1166425DEDF9D97,99.5,2021/02/10 05:00:00+00,,routine
31041848,5129D448-5056-A20F-9E6FC92C649F8E93,99.5,2021/02/16 05:00:00+00,,routine
31041849,527589,99.5,2021/02/26 05:00:00+00,,routine
31041850,53100450-5056-A20B-FA564C3BA89AC5D5,99.5,2021/02/24 05:00:00+00,,routine
31041851,535274C8-5056-A20B-FA2DFDC1206E97FC,99.5,2021/03/15 04:00:00+00,,routine
31041852,55DBD231-D9A0-5523-D85B0ED36BE709AF,99.5,2021/02/27 05:00:00+00,,routine
31041853,57A2B977-5056-A20F-9E6895E27B04E5D2,99.5,2021/02/08 05:00:00+00,,routine
31041854,5D5915B4-D81B-4053-90A7-5016CD19FBD0,99.5,2021/03/18 04:00:00+00,,routine
31041855,CE238BCB-5056-A20B-FAE1713B41F5E3A0,99.5,2021/02/02 05:00:00+00,,routine
31041856,E3CFD01C-5056-A20B-FA9A5CD132D38EEB,99.5,2021/01/19 05:00:00+00,,routine
31041857,5F485201-D0C7-4790-91B0-B711C08C1AAC,99.5,2021/01/20 05:00:00+00,,routine
31041858,6199BCA9-A5CC-15DD-1D1DAED07DAC0FB7,99.5,2021/03/08 05:00:00+00,,routine
31041859,684D368F-B8B0-8BBE-FE2E2C861B1E406C,99.5,2021/01/28 05:00:00+00,,routine
31041860,6D7BB262-5056-A20B-FAC300EA47B8C2CD,99.5,2021/01/13 05:00:00+00,,routine
31041861,8305F670-5056-A20F-9EAD279FA14604BE,99.5,2021/02/03 05:00:00+00,,routine
31041862,855357D6-FEF7-858F-1086A047E1067CF3,99.5,2021/01/22 05:00:00+00,,routine
31041863,8590A8D1-9378-4FC1-8330-0A174D0ECE7C,99.5,2021/02/18 05:00:00+00,,routine
31041864,869000E7-5056-A20B-FA42A7EA56515803,99.5,2021/01/25 05:00:00+00,,routine
31041865,9182EE0D-DB8E-CC98-2DD1D2FEC0EA5EEE,99.5,2021/02/18 05:00:00+00,,routine
31041866,93D67BBD-77D8-4405-B3E9-1EB8350E67F3,99.5,2021/03/05 05:00:00+00,,routine
31041867,9870300B-B8F1-F848-101919B9CAFFE13E,99.5,2021/02/11 05:00:00+00,,routine
31041868,9C001706-26FE-4C02-B8AD-9843334E78C3,99.5,2021/02/19 05:00:00+00,,routine
31041869,9DAD95CE-0A8C-43E5-8962-32D6F29EDF26,99.5,2021/01/27 05:00:00+00,,routine
31041870,9EC4C9D0-AE3B-CB27-94F9CEC42B09A147,99.5,2021/02/23 05:00:00+00,,routine
31041871,A29AF026-BCF9-2667-58E6AD0AC14D1B73,99.5,2021/03/04 05:00:00+00,,routine
31041872,AE738462-E648-427C-1B3797843EB8682B,99.5,2021/01/28 05:00:00+00,,routine
31041873,AEF6318A-5056-A20F-9ED7179D59399792,99.5,2021/02/17 05:00:00+00,,routine
31041874,B2EDE396-5056-A20B-FA689081BE574FAA,99.5,2021/03/17 04:00:00+00,,routine
31041875,BAF07C02-5056-A20F-9EED476936B9C8E8,99.5,2021/02/19 05:00:00+00,,routine
31041876,C20C93CB-B4C3-22BB-3581F369CF19914C,99.5,2021/02/11 05:00:00+00,,routine
31041877,CAFF58A8-1422-201B-1985F00F390FAF50,99.5,2021/01/25 05:00:00+00,,routine
31041878,CCF32CC1-57DF-430B-9402-8BCB479F91D4,99.5,2021/03/16 04:00:00+00,,routine
31041879,E4037A2D-92D2-4E07-B547-8184CBB856CF,99.5,2021/03/01 05:00:00+00,,routine
31041880,E41E8B10-DDAF-1266-FC83E743375C0995,99.5,2021/03/03 05:00:00+00,,routine
31041881,E5393B69-D3BC-3630-FFFF7EB5C5336273,99.5,2021/03/12 05:00:00+00,,routine
31041882,E9046918-96B3-C856-0A1DBEF08A30DE5E,99.5,2021/01/15 05:00:00+00,,routine
31041883,EB89BB1A-C1C5-4FBD-BCC5-7E86ABE63C16,99.5,2021/02/08 05:00:00+00,,routine
31041884,F1BAE4DC-5056-A20B-FA304C0A43762DDB,99.5,2021/03/11 05:00:00+00,,routine
31041885,F84B466B-0381-7DB8-8691C5735A0A2F90,99.5,2021/02/08 05:00:00+00,,routine
31041886,FD649227-589A-4F8F-9EF9-8F684BCA61D0,99.5,2021/02/26 05:00:00+00,,routine
31041887,FFA139DA-D3E9-D5BC-8940F90C79C284FA,99.5,2021/02/11 05:00:00+00,,routine
31041888,501657,98.5,2021/04/06 04:00:00+00,,routine
31041889,22DCAC10-C327-C89A-BA8A9B9BB8F227D0,98,2021/03/22 04:00:00+00,,routine
31041890,C7B27CB3-5056-A20B-FA095B4C42DBECDE,98,2021/03/23 04:00:00+00,,routine
31041891,1AD3BCEA-5056-A20B-FA96B861203AA52C,98.5,2021/03/22 04:00:00+00,,routine
31041892,2DBBA277-5056-A20B-FAC5D1ABF24A35BD,98.5,2021/03/23 04:00:00+00,,routine
31041893,73F2CD02-D1AB-A53A-96EAF8CF4FFC3CB8,98.5,2021/03/22 04:00:00+00,,routine
31041894,B611A5E8-8BF5-C930-B7C4C544A27ADAB8,98.5,2021/03/23 04:00:00+00,,routine
31041895,AC474CBF-862A-119B-94C1118F7B40CD68,98.5,2021/04/06 04:00:00+00,,routine
31041896,C3F38939-9F0D-E789-5C64EC981523FF7E,98.5,2021/03/23 04:00:00+00,,routine
31041897,C52097AA-5056-A20F-9E804D22850C2FD2,98.5,2021/03/22 04:00:00+00,,routine
31041898,D33029D2-C274-862B-43FA7850317E2FEB,98.5,2021/03/23 04:00:00+00,,routine
31041899,494971,99,2021/03/22 04:00:00+00,,routine
31041900,500627,99,2021/03/22 04:00:00+00,,routine
31041901,F37BA48F-3048-9838-605D681D714F0455,99,2021/03/23 04:00:00+00,,routine
31041902,3B69FF9E-BC6C-822F-E9A09A4806C07E23,94,2021/04/05 04:00:00+00,,routine
31041903,A8D4C88B-EC4C-41B3-5034B04DB4F0DAD4,95,2021/04/05 04:00:00+00,,routine
31041904,F456574F-D4DD-5FB3-5D56A0D567846B92,95,2021/04/05 04:00:00+00,,routine
31041905,66C72A28-E75A-69B8-B2775555339FAD4B,96.5,2021/04/05 04:00:00+00,,routine
31041906,A60CC5C2-A24E-09EB-63CF74F47EDDF5EA,96.5,2021/04/05 04:00:00+00,,routine
31041907,BF0A83BF-5056-A20F-9EE6AD1AE13AFE65,91.5,2021/04/08 04:00:00+00,,routine
31041908,74AF56A9-5056-A20F-9E4AAECFD243ACD5,85,2021/04/07 04:00:00+00,,routine
31041909,498535,90,2021/04/07 04:00:00+00,,followup
31041910,812578E2-13D4-D73C-EC0E12792E47A294,92,2021/04/08 04:00:00+00,,followup
31041911,7C287FAE-C4DE-90CA-9AD12FB17B153053,90,2020/04/28 04:00:00+00,,routine
31041912,37B472F6-5056-A20F-9E03F95105DE76B4,97,2020/05/07 04:00:00+00,,routine
31041913,6DB43FC2-D325-A8CA-C1C0526A6B6E3294,97,2020/05/07 04:00:00+00,,routine
31041914,FE331DC4-5056-A20B-FAA8139C0909A55D,97,2020/05/07 04:00:00+00,,routine
31041915,501479,97.5,2020/05/07 04:00:00+00,,routine
31041916,DC921DB4-5056-A20B-FAF61779B0272735,97.5,2020/05/07 04:00:00+00,,routine
31041917,CE03242B-5056-A20B-FAAA16E974522AB2,98.5,2020/05/07 04:00:00+00,,routine
31041918,66C52549-5056-A20B-FA0AFF8EEF333FC3,99,2020/05/07 04:00:00+00,,routine
31041919,A96B9E66-3048-98E5-1AEEFB37C98C2DCD,99,2020/05/07 04:00:00+00,,routine
31041920,E3F44035-5056-A20F-9EB0F19CD65D0F09,99,2020/05/07 04:00:00+00,,routine
31041921,E3CFD01C-5056-A20B-FA9A5CD132D38EEB,99.5,2020/05/07 04:00:00+00,,routine
31041922,6C3B4E8E-962E-62BE-5B2E8CBDACA7D58B,90,2020/05/12 04:00:00+00,,routine
31041923,EC3239D7-9DA3-BA20-9E84A6ECF7EC01B9,91.5,2020/04/28 04:00:00+00,,routine
31041924,1089EAE9-91A5-E568-D745DD9818CEB333,95.5,2020/05/06 04:00:00+00,,routine
31041925,13455ACE-5056-A20B-FA4810913766BCE8,96,2020/05/06 04:00:00+00,,routine
31041926,501800,96,2020/05/06 04:00:00+00,,routine
31041927,684CA2CF-0F9D-C6A7-53EC6FB53E34EDDF,96,2020/05/06 04:00:00+00,,routine
31041928,5A4D86F3-5056-A20B-FAC45685FDC551F0,97.5,2020/05/06 04:00:00+00,,routine
31041929,23B790FB-F408-A57E-2799F7B498C6C7F2,98,2020/05/06 04:00:00+00,,routine
31041930,C009BEE0-A31E-63AD-AFF3F0FFBDDB31C4,98,2020/05/06 04:00:00+00,,routine
31041931,4AD8F472-A262-FEEC-F48CEC0145D75C00,98.5,2020/05/06 04:00:00+00,,routine
31041932,89E3D9A3-DA5A-CA50-272710460A8CEAFD,98.5,2020/05/06 04:00:00+00,,routine
31041933,F6C39999-F8B8-4AE2-B61B-D85C8F2DE77B,99,2020/05/06 04:00:00+00,,routine
31041934,FD11D7EE-5056-A20F-9E6F909DD24AC81E,99.5,2020/05/06 04:00:00+00,,routine
31041935,FC8CF4C5-A7CA-934B-1E101135DAD3ABD4,92.5,2020/04/28 04:00:00+00,,routine
31041936,D57C16C9-5056-A20B-FAFE6B531575DCC3,93,2020/04/28 04:00:00+00,,routine
31041937,5CDBEB03-BDFA-0FA2-ED13BC5BA297DCE5,94,2020/04/28 04:00:00+00,,routine
31041938,802D7D04-5056-A20B-FA8999715ACC3ACE,94,2020/04/28 04:00:00+00,,routine
31041939,D6DC2307-F841-96F6-B1A93759C6806F14,94,2020/04/28 04:00:00+00,,routine
31041940,11634540-F152-1361-31141526242A1DF3,95,2020/04/28 04:00:00+00,,routine
31041941,496446,95,2020/04/28 04:00:00+00,,routine
31041942,967BB25D-5056-A20F-9E90BB09136A6924,95,2020/04/28 04:00:00+00,,routine
31041943,AE1C1000-D64C-9CEF-F1B2C8BF12C3006C,95,2020/04/28 04:00:00+00,,routine
31041944,2C77A528-1422-201B-19AE9EE01276EBE1,95.5,2020/04/28 04:00:00+00,,routine
31041945,13B29D63-E9F4-14C3-64C4A456644C7EFB,97,2020/05/01 04:00:00+00,,routine
31041946,494874,98.5,2020/05/01 04:00:00+00,,routine
31041947,2D112D91-BB09-9B69-1764BECB5FF25589,96,2020/04/28 04:00:00+00,,routine
31041948,12ED9BCB-D5EB-12F0-E885EF981BC94C01,97,2020/04/28 04:00:00+00,,routine
31041949,497257,97,2020/04/28 04:00:00+00,,routine
31041950,6C855AEF-5056-A20B-FA6EDF34D3C7C196,97,2020/04/28 04:00:00+00,,routine
31041951,8E651128-F5D9-1936-246B1771906FF55B,97,2020/04/28 04:00:00+00,,routine
31041952,C6731B42-5056-A20F-9E0FB57F46FE944B,97,2020/04/28 04:00:00+00,,routine
31041953,1380A1FA-98AE-4A4F-A51D-AC240B9FF8FE,97.5,2020/04/28 04:00:00+00,,routine
31041954,7C433793-5056-A20B-FA440E6B3C4B8460,97.5,2020/04/28 04:00:00+00,,routine
31041955,81FEA57E-B44D-A76B-76C75D033F4F4DA8,97.5,2020/04/28 04:00:00+00,,routine
31041956,409DB153-3048-98E5-1A02D6B4F6C6C791,98,2020/04/28 04:00:00+00,,routine
31041957,499745,98,2020/04/28 04:00:00+00,,routine
31041958,500612,98.5,2020/04/28 04:00:00+00,,routine
31041959,6AD26AE2-C528-359F-99DFC1A413E0D8B7,98.5,2020/04/28 04:00:00+00,,routine
31041960,72E897BC-AAD2-E6A7-C9B9BE96245D495A,99.5,2020/04/28 04:00:00+00,,routine
31041961,2FF99456-F7E5-459C-8C3E-8C972F35F98B,99,2020/04/28 04:00:00+00,,routine
31041962,8C9461FF-9C28-A36A-8D8531B069308AE9,99,2020/04/28 04:00:00+00,,routine
31041963,1D9AB77A-C960-4205-A521-A64987EABF11,99.5,2020/04/28 04:00:00+00,,routine
31041964,F8DF2C68-5056-A20B-FA8739E86F8D150D,88.5,2020/04/30 04:00:00+00,,routine
31041965,AA281F13-5056-A20B-FA81519D344CC955,93,2020/04/30 04:00:00+00,,routine
31041966,A612BE95-D938-A184-A73DE81B21E37721,95,2020/04/30 04:00:00+00,,routine
31041967,DA0ACC70-C66A-6300-983A89961FADB695,95,2020/04/30 04:00:00+00,,routine
31041968,1D9DCC38-1422-201B-1979963B7A7DF9CD,96,2020/04/30 04:00:00+00,,routine
31041969,3C743624-1422-201B-192538C930AB2ACC,96,2020/04/30 04:00:00+00,,routine
31041970,7FC91CE2-1422-201B-198772EE5F649716,97,2020/04/30 04:00:00+00,,routine
31041971,496895,97,2020/04/29 04:00:00+00,,routine
31041972,498009,90,2020/05/07 04:00:00+00,,routine
31041973,9F2FC456-D890-54A1-076DA0A9983177E8,95.5,2020/05/07 04:00:00+00,,routine
31041974,AF90C3F8-A503-4C53-9381E54CA0DF4D83,95.5,2020/05/07 04:00:00+00,,routine
31041975,853A736B-5056-A20F-9EC5B967D4C38C25,96,2020/05/07 04:00:00+00,,routine
31041976,C87D583C-5056-A20B-FAE26AA0B284ED07,96,2020/05/07 04:00:00+00,,routine
31041977,1DE6FB9E-3048-983B-267D9BECA1ED6162,96.5,2020/05/07 04:00:00+00,,routine
31041978,99A49A3F-DD6C-395A-8EBFCA1F7E4A6307,96.5,2020/05/07 04:00:00+00,,routine
31041979,9B3381FC-F9B8-51AE-BEB3F8D771CF8E74,96.5,2020/05/07 04:00:00+00,,routine
31041980,48F7A602-5056-A20B-FADCF6383053327A,98,2020/04/29 04:00:00+00,,routine
31041981,002632A3-043F-8373-A3EC36098342587E,98.5,2020/04/29 04:00:00+00,,routine
31041982,500594,94,2020/05/05 04:00:00+00,,routine
31041983,679DA348-5056-A20F-9E5CB68CB7661467,94.5,2020/05/05 04:00:00+00,,routine
31041984,899FFBFE-DEEF-41C7-B3C6-048B1FEDE4DB,94.5,2020/05/05 04:00:00+00,,routine
31041985,498953,95,2020/05/05 04:00:00+00,,routine
31041986,B6B19415-C048-849F-42B88BB5044485A5,95,2020/05/05 04:00:00+00,,routine
31041987,CCDF0DE7-05FD-F1BE-5A228A476EFADFEE,95,2020/05/05 04:00:00+00,,routine
31041988,495532,98.5,2020/05/01 04:00:00+00,,routine
